ID,VERB,DEFINITION,EXAMPLE,ARG0,FLAG0,ARG1,FLAG1,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG2,FLAG2,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG3,FLAG3,"NOM, ACC, DAT, ABL, INS, LOC, GEN",ARG4,FLAG4,"NOM, ACC, DAT, ABL, INS, LOC, GEN",,,,,,,,,,,,,,,
TUR10-0713670,susmak,"Etkisini göstermemek, tepki göstermemek",Adaletin sustuğu yerde haksızlık başlar.,etkisini gösteremeyen şey,pag,etkisini gösteremediği alan ,dir,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0216170,dolanmak,"Bir şeyin çevresinde dönmek, gezmek, dolaşmak",,dolanan kişi,pag,"etrafında dolanılan şey, yer",dir,loc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0062210,aylanmak,Bir yerin çevresinde dolanmak,Seninki evin etrafında aylanıyor.,dolanan kişi,pag,etrafında dolanılan yer,dir,loc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0259850,evirtmek,Sakkarozu glikoz ve levüloza çevirmek,,evirten kişi,pag,evirtilen şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880610,çıkmak,"Bulunduğu yerden fırlamak, kopmak",Arabanın direksiyonu çıkmak.,fırlayan şey,pag,fırladığı yer,dir,,fırlanılan yer,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0414870,kaptırmak,"Yanlış bir davranış sonucu birine uygun imkânı sağlamak, fırsat vermek",,fırsat veren kişi,pag,fırsat verdiği kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0271800,fısfıslamak,"Koku, ilaç vb. sıvıları püskürtmek",,fısfıslayan kişi,pag,fısfıslanan şey,dir,acc,fısfıslanan yer,loc,,,,,,,,,,,,,,,,,,,,,,
TUR10-0281640,gagalamak,"Kuş, gagasıyla yemi toplamak",,kuş,pag,gagalanan şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0285610,gazlamak,Gaz yağı sürmek,Tahtakurularını öldürmek için somyayı gazladı.,gaz yağı süren kişi,pag,gaz yağı sürülen şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0286770,gecikmek,Bir taşıt zamanında kalkamamak veya zamanında varamamak,,geciken kişi,pag,gecikilen şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880590,çıkmak,Gelmek,Çok geçmeden haber çıkacağını kadınlık insiyakiyle derhâl sezmişti.,gelen şey,pag,geldiği kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0799480,unutmak,"Gereken önemi vermemek, üstünde durmamak",İçinde kabaran sevinçten vücudunun berelerini unutarak uyudu.,gereken önemi vermeyen kişi,pag,gereken önemin verilmediği şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0288670,geçmek,Bir yere gidip oturmak,,bir yere gidip oturan kişi,pag,"gidilen mekan, yer",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0019920,akmak,Art arda ve toplu olarak gitmek,"Öfkeli insanlar, el ele, omuz omuza Taksim'e doğru akıyorlardı.",insan(lar),pag,gidilen yer,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0040560,apazlamak,Gemi apazlama rüzgârla gitmek,Doğuya doğru apazlıyorduk.,gemi,pag,"gidilen yer, doğrultu",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0298980,gitmek,Bir yere doğru yönelmek,Nereye gidiyorsun?,"giden kişi, yolcu",pag,"gidilen yer, varış noktası",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0296370,gezmek,Gitmek; başvurmak,,farklı farklı yerlere belli bir amaçla giden kişi,pag,gidilen yerler,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242600,girmek,Katılmak,Bugün edebiyat imtihanına girdim.,giren kişi,pag,girilen şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0192570,denemek,"Bir işe, başarmak amacıyla başlamak, girişimde bulunmak, teşebbüs etmek",Ayağa kalkarak üç adım ötedeki musluğa kadar gitmeyi denedi.,girişimde bulunan kişi,pag,"girişimde bulunan hareket, hedeflenen sonuç",dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0666410,sarılmak,Hemen yapmaya koyulmak; girişmek,"Hemen kaleme sarıldım, benim güzel kardeşim, sana geçen bir ayda başımdan geçenleri yazacağım.",girişen kişi,pag,giriştiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0705090,soyunmak,"Kendini herhangi bir biçimde göstermeye, bir işi, bir mesleği yapmaya girişmek",Yazarlığa soyundu.,girişen kişi,pag,giriştiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790000,tutmak,"Girişmek, yapmak",,girişen kişi,pag,giriştiği şey,dir,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0795870,uçmak,Hava yolu ile gitmek,Yarın İstanbul'a uçuyorum.,havayolu ile giden kişi,pag,gittiği yer ,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0390330,izlemek,Belirli bir yönde gitmek,"Geç vakit hayvanla, Deliçay'ı izleyip gidiyordum.",giden şey,pag,gittiği yön,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0683200,seyretmek,"Taşıt, ilerlemek, yol almak",,yol alan araç,pag,gittiği yön,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242620,gocunmak,"Çekinmek, kaçınmak",İşkence yapıldığını söylemekten neden gocunuyor?,gocunan kişi,pag,gocunulan şey,dir,abl,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0125700,burulmak,Alınarak küskünlük göstermek; gücenmek,Yavere burulduğumu sezdirmeden başka bir laf açtım.,gücenen kişi,pag,gücenilen kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0827530,yakmak,Güçlü sevgi uyandırmak,Gözleri beni yaktı.,Güçlü sevgi uyandıran kişi,pag,güçlü sevgi uyanan kişi,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0185920,dayanmak,Bütün gücünü kullanarak bir işi yapmak,"İki genç, kırarcasına küreklere dayandılar.",güç kullanan kişi,pag,"gücün verildiği alet, nesne",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0313690,gülmek,"İnsan, hoşuna veya tuhafına giden olaylar, durumlar karşısında, genellikle sesli bir biçimde duygusunu açığa vurmak",O ne söylese sinirli sinirli ve tabii olmayan gülüşü ile gülüyordu.,gülen kişi,pag,gülünen şey,dir,"nom,ins",,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0684890,sığınmak,"Güvenmek, yardım istemek veya ummak","Kendisini küçük gören bir millet, insaniyet şefkatine sığınarak yaşayamaz.",güvenen kişi,pag,güvendiği kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0354370,ıskalamak,Hedefe denk getirememek,,ıskalayan kişi,pag,hedef,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0212350,dizlemek,Dize kadar batmak,,dizine kadar batan kişi,pag,"içinde batılan şey, sıvı, çamur",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0597040,oyulganmak,Bir şeyin içine iyice girmek,,içine giren şey,pag,içine girdiği şey,dir,gen,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0298740,girmek,Sığmak,Elim bu eldivene girmiyor.,"bir yerin içine sığan şey, vücut bölgesi, kişi",pag,"içine girilen şey, yer",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0690880,sızmak,Düşman mevzileri arasına gizlice girmek ve ilerlemek,Dağlık bir hudut bölgesinde çıkan ve karşı topraktan sızan yabancı çetelerin yardımıyla günden güne ciddi bir hâl alan alçak bir isyanın bastırılmasıydı.,ilerleyen kişi,pag,ilerlediği yer,dir,loc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0011820,ağdırmak,"Aşağı inmek, yük veya terazide denge bozularak bir yanı ağır gelmek",Mekanizmanın ipi ya şu yana ya bu yana ağdıracak.,ip,pag,ipin eğildiği yön,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0066560,babalanmak,Kabadayıca davranmak; diklenmek,Sen kime babalanıyorsun delikanlı?,kabadayı,pag,kabadayılık yapılan kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0251280,erkeklenmek,Kabadayılık gösterisinde bulunmak,,kabadayı,pag,kabadayılık yapılan kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0233600,ebrulamak,Ebru yaparak boyamak,,ebru yapan kişi,pag,kağıt,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400200,kakalamak,"Sürekli çekiştirmek, itmek, kakıp durmak",,kakalayan kişi,pag,kakaladığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400190,kakalamak,Kakmak,"Kakalamaktan parmak uçları delik deşik terzi çırakları, kalfalar...",kakalayan kişi ,pag,kakaladığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400410,kakımak,Bir kimsenin yaptığı işin beğenilmediğini kendisine sert sözlerle söylemek,,kakıyan kişi,pag,kakınan kişi,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400690,kakmak,Kakma yapmak,,kakan kişi,pag,kaktığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0400700,kakmak,Vurarak dar bir yere sokmak,Kimi duvarlarına renkli taşlar kaktı. Kimi bahçesine ağaç dikti.,kakan kişi,pag,kaktığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0862490,yumulmak,"Kapanmak, örtülmek",,kapanan şey,pag,kapandığı yer,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0179130,dahletmek,"Karışmak, burnunu sokmak",Seni alakadar etmeyen meselelere dahletmenin lüzumu yok.,karışan kişi,pag,karışılan kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0019970,akmak,Karışmak; katılmak,Fırat Nehri buradan Dicle'ye akar.,akan şey,pag,karışılan şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242970,girmek,"Karışmak, eklenmek",Sen o olaylara hiç girme.,karışan kişi,pag,karışılan şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0683180,seyretmek,Bir olaya karışmadan bakmak,"Rabia biraz şaşkın, salapuryada arkadaş olduğu çocuklu tazenin kocasıyla buluşmasını seyrediyordu.",karışmayan insan ,pag,karışmadığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880360,çıkmak,Karşı gelebilmek; boy ölçüşmek,Güreşte ona çıkacak kimse yok.,karşı gelebilen kişi,pag,karşı gelebildiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0185870,dayanmak,"Birinden, bir şeyden güç almak, güvenmek, istinat etmek","Laikliği korumak için kanun kuvvetine mi, eğitim ve telkin kuvvetine mi dayanmalıyız?","karşı koyan şey, kişi",pag,"karşı konulan şey, kişi",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0441300,kenetlenmek,İki uzay aracı bir birine monte edilmek,,kenetlenen şey,pag,kenetlendiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0442710,kerkinmek,"Taşıtlarda kalabalıktan yararlanarak başkalarına sürtünmek, sarkıntılık etmek",,kerkinen kişi,pag,kerkindiği kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0444830,keskenmek,El ile veya başka bir şeyle vuracak gibi yapmak,,keskenen kişi,pag,keskendiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0253210,esirmek,Çok kızmak; sertleşmek,,kızgın kişi,pag,kızılan şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0290500,gelmek,Daha önce üzerinde durulmuş olan bir konuya yeniden dönmek,Şimdi sözü burada kesip asıl konumuza gelelim.,konuşan kişiler,pag,konu,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0445390,kesmek,"Birini yermek, kötülemek",Hiç değil beni kesmeden edemez o.,kötüleyen kişi,pag,kötülediği kişi,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0479350,koyulmak,"Girişmek, başlamak, teşebbüs etmek",,koyulan kişi,pag,koyulduğu şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0490530,kumlamak,Kumla kaplamak veya kum dökmek,,kumlayan kişi,pag,kumladığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0288610,geçmek,"Yazılmak, girmek",,bir kuruma kaydolan ya da başlayan kişi,pag,"kurum, kurs, okul",dir,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0507070,lanetlemek,"Tanrı, merhametinden yoksun bırakmak",,lanetleyen kişi,pag,lanetlediği kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0803020,uymak,"Uygun düşmek, münasip olmak",,münasip olan şey,pag,münasip olduğu şey,dir,dat,münasip olduğu alan,src,,,,,,,,,,,,,,,,,,,,,,
TUR10-0043820,ardılmak,"Musallat olmak, asılmak, takılmak",Gece ruh çağırma seansı yapan gençlere korkunç bir hayalet ardılmıştı.,musallat olan,pag,musallat olunan,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0567560,müziklendirmek,"Müzik ile çeşitlemek, süslemek",Bir filmi müziklendirmek.,müziklendiren kişi,pag,müziklendirdiği şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0570510,naniklemek,Başparmağı burun ucuna değdirip diğer parmakları sallayarak alay işareti yapmak,,nanikleyen kişi,pag,naniklediği kişi,dir,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0572330,nazlanmak,"Kolayca gönlü olmamak, ısrar beklemek","Ara sıra buluşup içer, birbirine nazlanıp türlü lakırtılar söylemekten hoşlanırlar.",nazlanan kişi,pag,nazlandığı kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0023880,alakalanmak,Bir şey çekici gelmek,Bu yeni araba bana nasıl alakalanıyor anlatamam.,çekici gelen şey,pag,nesneyi çekici bulan kişi,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0162950,çıkarmak,"Öfke, hırs, acı vb.nin zararını çektirmek",Öfkesini benden çıkardı.,Öfkesini çıkaran kişi,pag,öfke çıkarılan kişi,dir,abl,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0615840,parlamak,Birdenbire öfkelenmek,En büyük zaafı da kendisine çıkar sağlayacak insanlara karşı bile yoktan yere parlayıverişleri idi.,öfkelenen kişi,pag,öfkelendiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0358550,içerlemek,İçin için öfkelenmek,O adi herife vurmana içerlemiş de değilim.,öfkelenen kişi,pag,öfkelenilen şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0591380,orsalamak,Gemi rüzgâr alan tarafa dönmek,,orsalayan şey,pag,orsaladığı yer,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0595730,oyalamak,Oya ile süslemek,Yâr mendilin oyaladım / Baş harfini koyamadım,oya yapan kişi,pag,oya yaptığı şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0880290,çıkmak,Oyunda herhangi bir rolü oynamak,Arsız ve aptal mahalle çocuğu rolüne çıkmıştı.,rol oynayan kişi,pag,oynadığı rol,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0637570,puanlamak,Sorulara verilen cevapları puan olarak değerlendirmek; puan vermek,Sınav kağıtlarını teker teker puanladıktan sonra bilgisayara geçirdi.,Puan veren,pag,Puan verilen,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0638000,pullamak,Üzerine pul yapıştırmak,Zarfı pulladı.,Pul yapıştıran,pag,Pul yapıştırılan,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0652880,sabunlamak,Bir nesneyi sabun sürerek kaygan duruma getirmek,"Komiserle gelen jandarmalar bir iskemleye binmişler, gülüşerek darağacının ipini sabunluyorlardı.",Sabun süren,pag,Sabun sürülen,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0739560,takılmak,"Kızdırmak, üzmek, şaşırtmak amacıyla şaka yollu konuşmak",,şaka yapan kişi,pag,şaka yaptığı kişi,dir,dat,yaptığı şaka,ppt,loc,,,,,,,,,,,,,,,,,,,,,
TUR10-0260650,evrilmek,Bir biçimden başka bir biçime doğal olarak dönmek,,dönüşen şey,pag,sonuçta ortaya çıkan şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0272720,fidelemek,Fidan dikmek,,fidan diken kişi,pag,toprak,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0278670,fosfatlamak,Ekilen topraklara fosfatlı gübre vermek,,gübre veren kişi,pag,toprak,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0783970,toslamak,Önündeki cismi görmeyerek hızla ona çarpmak,,toslayan kişi,pag,tosladığı şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0005730,açılmak,Deniz aracı kıyıdan uzaklaşmak,Poyrazın da etkisiyle gemi hızla açıldı.,"gemi, deniz taşıtı",pag,"uzaklaşılan yer, kara",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0804580,uzanmak,Vücudunu yöneltmek veya vücuduyla birlikte kolunu uzatmak,Cici Bey balkondan ablasının penceresine bir daha uzandı.,uzanan kişi,pag,uzandığı şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0198530,desteklemek,Destek koymak,Kapıyı ardından destekleyip varını yoğunu amcasının şerrinden koruyacaktı.,"destekleyen kişi, destekçi, destek",pag,"üzerinde destek kullanılan şey, kişi",dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0171420,çizmek,Geçersiz kılmak için üzerine çizgi çekmek,"Şu iki kelime gereksizdir, çiziniz.",çizgi çeken kişi,pag,üzerine çizgi çekilen şey,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0000370,abanmak,Bir şeyin veya bir kimsenin üzerine çöküp çullanmak,İki herif zavallıya abanıyorlar.,"abanan kişi, şey",pag,"üzerine çullanılan şey, kişi",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0821980,vurmak,"Üzerinde görünmek, üzerine düşmek",Güneş sırtıma vurunca ısındım.,Düşen şey,pag,üzerine düşülen şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0000350,abanmak,"Eğilerek bir şeyin, bir kimsenin üzerine kapanmak","Efendi, sen de ne üstüme abanıyorsun?",abanan kişi,pag,"üzerine kapanılan şey, kişi",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0290350,gelmek,Bir yere gitmek; ulaşmak; varmak,,gelen kişi,pag,varılan yer,dir,dat,çıkış noktası,src,abl,,,,,,,,,,,,,,,,,,,,,
TUR10-0080440,bastırmak,Ansızın birinin yanına gitmek,"Ama bir evi tek başına çeviren, o evin düzeninden sorumlu kadınlar ansızın bastıran konuktan her zaman tedirgin olurlar.",birinin yanına giden kişi,pag,yanına gidilen kişi,dir,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0000390,abanmak,Boksta karşılaşma sırasında rakibine yaslanmak,"Suratına şiddetli bir yumruk yiyen boksör, sersemleyerek rakibine abandı.",boksör,pag,"yaslanılan kişi, rakip",dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0659840,saldırmak,"Gemi, kalkmak için yelken açıp başını gideceği yola çevirmek",,yelken çeviren gemi,pag,yelken çevirdiği yön,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0433840,kaymak,Durum değiştirmek,,durumu değişen şey,pag,yeni durumu,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0849400,yenilmek,"Savaş veya yarışmada karşısındakinden aşağı durumda kalmak;, kaybetmek; mağlup olmak",,yenilen kişi,pag,yenildiği şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0818310,vermek,Herhangi bir duruma yol açmak,Kendilerine iyi bir çalışma fırsatı verdim.,duruma yol açan kişi,pag,yol açtığı durum,dir,acc,yol açtığı kişi,ppt,dat,,,,,,,,,,,,,,,,,,,,,
TUR10-0619470,pavkırmak,"Alev, bir yere doğru yönelmek",,bir yere yönelen alev,pag,yöneldiği yer,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0185140,davranmak,Bir şeye el atmak; girişmek,Onu örnek alan hamallar da camgöbeği takımın diğer parçalarına davrandılar.,"hamlede bulunan, yönelen kişi",pag,yönelilen şey,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0795920,uçmak,Dinî inanışa göre ruh ölümden sonra göğe yükselmek,,göğe yükselen ruh,pag,yükseldiği yer,dir,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0258540,etmek,Eşit değer kazanmak,İki iki daha dört eder.,işleme tabii tutulan şeyler,pag,eşit oldukları toplam değer,exc,nom,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0865750,yükselmek,"Fiyat, çoğalmak, artmak",,artan fiyat,pag,arttığı oran,ext,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0865760,yükselmek,Aşaması artmak,,aşaması artan şey,pag,aşamasının arttığı oran,ext,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1078030,kerterizlemek,Amaç olarak belirlemek,Ömrünü bu umuda kerterizlemiş kadınlar ordusunun bir neferi olarak görüyordu kendini.,amaç edinen,pag,amaç edinilen,gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0821910,vurmak,Amaçladığı şeye rast getirmek,Bu sefer 12 puanı vurabildi.,Amaçlayan kişi,pag,amaçlanan şey,gol,acc,amaçlanan şeye rastgetirilen şey,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-0879870,çekmek,Herhangi bir anlama almak,"Bak, sözümü nereye çekti!",anlama alan kişi,pag,anlama aldığı şey,gol,acc,alınan anlam,ppt,dat,,,,,,,,,,,,,,,,,,,,,
TUR10-0674300,sekmek,Aralık vermek,Hastanın ateşi bir gün bile sekmedi.,aralık veren şey,pag,aralık verdiği şey,gol,,verdiği aralık,ppt,,,,,,,,,,,,,,,,,,,,,,
TUR10-1179560,yastıklamak,Otururken dayanmak için arkasına yastık koymak,,arkasına yastık koyan kişi,pag,arkasına yastık koyulan kişi,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0047030,arsızlanmak,Arsızlık etmek,"Sen ona ne verirsen daha fazlasını isteyecek, arsızlandı iyice.",arsızlanan kişi,pag,arsızlandığı ppt,gol,,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0262550,ezmek,Dayanıklılığını aşacak derecede çalıştırarak yormak,Bu yol hayvanı ezdi.,aşırı yoran eylem,pag,aşırı yorulan canlı,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0047880,artırmak,Herhangi bir davranışta ileri gitmek,Sen edepsizliği adamakıllı artırdın.,artıran kişi,pag,aşırıya kaçılan davranış,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0746510,taramak,Makineli tüfek vb. ateşli silahlarla sürekli olarak bir yere ateş etmek,,ateş eden kişi,pag,ateş ettiği şey,gol,acc,ateş ettiği araç,com,ins,,,,,,,,,,,,,,,,,,,,,
TUR10-0686620,sıkmak,Silahla ateş etmek,"Küçük hanım, tabancayı kalbine sıkmak istemiş.",ateş eden kişi,pag,ateş ettiği şey,gol,dat,silah,com,ins,,,,,,,,,,,,,,,,,,,,,
TUR10-1242360,atlamak,Bir işe sonucunu düşünmeden hemen girişmek,Sazan gibi atladın hemen bu işe.,Atlayan kişi,pag,Atlanan şey,gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0025890,aldatmak,"Oyalamak, avutmak",Ağlayan çocuğu annesi oyuncak ile aldattı.,avutan,pag,avunan,gol,acc,avunmaya yarayan nesne,com,ins,,,,,,,,,,,,,,,,,,,,,
TUR10-0236930,eğlemek,Avutmak,,avutan kişi,pag,avutulan kişi,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1242760,vermek,"Ayırmak, harcamak",parasının büyük kısmını kitaplara ayırdı.,ayıran kişi,pag,ayrılan şey,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0065960,azmetmek,Bir işteki engelleri yenmeye karar vermiş olmak,En azından yirmi beş yıl daha yaşamaya azmettim.,azmeden kişi,pag,"azmedilen iş, eylem",gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0099300,bezlemek,"Çocuğun altına bez koymak, çocuğu belemek",Bebeğin altını bezlemediler.,bezleyen kişi,pag,bezlenen bebek,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0976120,bozunmak,"Birleşik bir madde, daha yalın bileşiklere veya bileşenlere tek yönlü olarak ayrılmak",,bozunan şey,pag,bozunduğu bileşik,gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0185290,dayaklamak,Yıkılmaması için bir şeye destek koymak,,dayanak koyan kişi,pag,dayanakla desteklenen şey,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0251770,ermek,Yetişip dokunmak,Eli tavana ermek.,yetişip dokunan kişi,pag,"dokunulan yer, şey",gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0047860,artırmak,Bir malı başka alıcıların verdiği fiyattan daha yüksek bir fiyatla almak istemek,"Bu klasik arabayı o kadar beğendi ki, satıcının verdiği fiyatı artırdı.",artıran kişi,pag,fiyat,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-1039970,güdülenmek,"Birey, işinin yönünü, gücünü ve öncelik sırasını belirleyen iç veya dış dürtücünün etkisi ile işe geçmek",,işe geçen kişi,pag,geçtiği iş,gol,dat,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0814730,varmak,Erişilmek istenen yere veya belli bir durum veya düzeye gelmek,,istediği yere gelen kişi,pag,gelmek istediği yer,gol,dat,geldiği araç,com,ins,,,,,,,,,,,,,,,,,,,,,
TUR10-0069870,bağlamak,Gönlünü kazanmak,Bu davranışınız beni size bağladı.,gönül kazanan kişi,pag,gönlü kazanılan kişi,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0790080,tutmak,Hedef olarak almak,Taşa tutmak.,hedef alan kişi,pag,hedef aldığı şey,gol,dat,hedef alınan araç,com,ins,,,,,,,,,,,,,,,,,,,,,
TUR10-0337760,hedeflemek,Hedef yapmak,"Ağaca çıkmak istiyorsan, yıldızları hedefle.",hedefleyen kişi,pag,hedeflenen şey,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
TUR10-0362610,iğnelemek,"Üstü kapalı olarak onur kırıcı, üzüntü verici söz söylemek",Onlara karşı minnet altında olmaktan doğan bir kızgınlıkla Şinasi'yi her fırsatta iğnelerdi.,iğneleme yapan kişi,pag,iğneleme yapılan kişi,gol,acc,,,,,,,,,,,,,,,,,,,,,,,,
